7.024024,3.329018,-0.036998,1.002099,0.832062,-0.128869,-1.139659
7.263553,3.010119,0.499968,-0.425059,-0.407114,-0.057036,0.577439
7.006829,3.350897,-0.072724,1.108330,0.922020,-0.143796,-1.271033
7.102124,3.222199,0.131076,0.495225,0.392505,-0.096227,-0.528305
7.164479,3.137915,0.275462,0.132192,0.073939,-0.092375,-0.096796
7.191730,3.111214,0.349688,0.073221,0.025759,-0.089548,-0.022842
7.173434,3.131268,0.303060,0.136785,0.079458,-0.093339,-0.100889
7.104605,3.223824,0.149681,0.555616,0.443569,-0.113662,-0.604260
6.962088,3.418476,-0.161056,1.464821,1.233627,-0.164086,-1.698189
7.204493,3.085615,0.366068,-0.097228,-0.124756,-0.079864,0.179869
7.231755,3.044878,0.420543,-0.309519,-0.310229,-0.067856,0.434321
7.086756,3.259027,0.126706,0.790164,0.650204,-0.128710,-0.883911
7.119234,3.210818,0.193635,0.546286,0.436448,-0.118487,-0.592764
7.172651,3.124671,0.288631,0.051303,0.003847,-0.083922,0.001255
7.031421,3.324984,-0.008050,1.036148,0.861414,-0.140681,-1.182187
7.215293,3.071476,0.388903,-0.164946,-0.182685,-0.072577,0.262732
7.204296,3.081430,0.351528,-0.172023,-0.187376,-0.057808,0.274624
7.075864,3.263771,0.069990,0.683612,0.563416,-0.080118,-0.744211
6.130546,4.293891,-0.310422,-1.532680,-0.190864,0.637523,-1.733438
6.209079,4.192392,-0.146185,-2.023549,-0.608662,0.698634,-1.129569
5.596975,3.884562,0.527828,1.530319,1.065448,-0.276940,0.501239
7.102124,3.222199,0.131076,0.495225,0.392505,-0.096227,-0.528305
7.101575,3.225900,0.140163,0.552394,0.440173,-0.113374,-0.600964
6.985059,3.381143,-0.119826,1.251561,1.046798,-0.150952,-1.442942
7.039363,3.309692,-0.005268,0.907997,0.752635,-0.114687,-1.022900
6.937808,3.452984,-0.221041,1.603156,1.358410,-0.151616,-1.857367
7.019552,3.339018,-0.050174,1.042014,0.872044,-0.111137,-1.179724
7.045708,3.300751,0.013720,0.883884,0.729011,-0.125848,-0.998226
7.063734,3.273144,0.049807,0.739723,0.602409,-0.119965,-0.826390
6.144907,4.264762,-0.271393,-1.654425,-0.309302,0.596985,-1.605917
7.066633,3.271989,0.058984,0.748034,0.610959,-0.118075,-0.834749
7.039363,3.309692,-0.005268,0.907997,0.752635,-0.114687,-1.022900
7.042602,3.304441,0.002115,0.883496,0.730410,-0.116646,-0.994798
7.096591,3.228095,0.120647,0.526272,0.417140,-0.106860,-0.569193
7.205451,3.077282,0.356190,-0.187317,-0.204111,-0.069874,0.287856
7.117453,3.198080,0.166452,0.385166,0.292932,-0.104527,-0.401745
7.156698,3.159075,0.274561,0.301187,0.223277,-0.104983,-0.298070
7.019023,3.333921,-0.046251,1.028210,0.852146,-0.140106,-1.174988
7.063734,3.273144,0.049807,0.739723,0.602409,-0.119965,-0.826390
7.175887,3.117541,0.292776,0.004228,-0.038272,-0.083241,0.056425
7.012122,3.361478,-0.033625,1.277768,1.073278,-0.159556,-1.471724
7.003676,3.355551,-0.078974,1.132716,0.943247,-0.145470,-1.300378
7.040086,3.307083,-0.002500,0.897821,0.741695,-0.121905,-1.013793
6.083079,4.368845,-0.414370,-1.170697,0.133509,0.650237,-2.154763
6.987516,3.380274,-0.116123,1.245028,1.044256,-0.139051,-1.430406
7.205451,3.077282,0.356190,-0.187317,-0.204111,-0.069874,0.287856
7.100734,3.237329,0.154290,0.675235,0.549214,-0.123982,-0.746975
7.227514,3.047279,0.402714,-0.332815,-0.329679,-0.057821,0.464311
7.018464,3.335523,-0.047775,1.035745,0.859634,-0.137200,-1.182669
7.120695,3.208754,0.196825,0.536566,0.427934,-0.118173,-0.581166
6.951766,3.443531,-0.168678,1.648451,1.396637,-0.173513,-1.915585
7.175887,3.117541,0.292776,0.004228,-0.038272,-0.083241,0.056425
7.158910,3.155998,0.279351,0.286621,0.210583,-0.104271,-0.280593
7.171129,3.133967,0.297323,0.146306,0.087637,-0.093672,-0.112413
7.255617,3.012451,0.471448,-0.464685,-0.444381,-0.056204,0.622099
7.085780,3.255708,0.117778,0.744712,0.609471,-0.125431,-0.830362
7.204296,3.081430,0.351528,-0.172023,-0.187376,-0.057808,0.274624
7.025856,3.327492,-0.028415,1.012312,0.839716,-0.136744,-1.154144
7.041466,3.305833,0.006932,0.915276,0.754462,-0.135385,-1.038865
7.019552,3.339018,-0.050174,1.042014,0.872044,-0.111137,-1.179724
7.085105,3.248022,0.097608,0.631997,0.512098,-0.103951,-0.692139
7.081752,3.250252,0.092177,0.645858,0.521033,-0.116337,-0.713478
7.272760,3.002515,0.528181,-0.425513,-0.406596,-0.059806,0.578522
6.988329,3.381884,-0.104721,1.289825,1.081262,-0.154751,-1.487991
7.159407,3.157735,0.285776,0.312853,0.234425,-0.106364,-0.312295
6.976484,3.411729,-0.109755,1.516319,1.282581,-0.167543,-1.757130
7.158858,3.158481,0.284542,0.316196,0.237344,-0.106475,-0.316293
7.075503,3.274972,0.103935,0.867807,0.718649,-0.131338,-0.977231
7.111407,3.224837,0.181764,0.630587,0.511685,-0.120603,-0.692970
7.170851,3.329491,0.155558,0.821944,0.927390,0.804062,-0.548935
7.124600,3.207113,0.209808,0.545672,0.438516,-0.113337,-0.589843
7.108304,3.229265,0.174954,0.651365,0.529942,-0.121057,-0.717674
7.104514,3.233910,0.167267,0.674371,0.549158,-0.125303,-0.746525
7.105545,3.233070,0.169008,0.669431,0.545643,-0.122100,-0.739413
